meetingID,assignmentName,className
1306,Alexandra Moran,HSHUP445
1594,Alexandra Moran,HSHUP445
7679,Alexandra Moran,HSHUP445
6404,Amanda Patterson,PHYSC773
8623,Sheila Salas,PHYSC773
6441,Amanda Patterson,PHYSC773
1014,Sheila Salas,PHYSC773
1568,Amanda Patterson,PHYSC773
6310,Sheila Salas,PHYSC773
9847,Amanda Patterson,PHYSC773
5779,Sheila Salas,PHYSC773
1300,Amanda Patterson,PHYSC773
9828,Sheila Salas,PHYSC773
8091,Amanda Patterson,PHYSC773
5234,Sheila Salas,PHYSC773
1799,Theresa Brown,SCMGT387
6220,Joel Powell,SCMGT387
2790,Theresa Brown,SCMGT387
6961,Joel Powell,SCMGT387
6772,Theresa Brown,SCMGT387
7066,Joel Powell,SCMGT387
8774,Theresa Brown,SCMGT387
4606,Joel Powell,SCMGT387
5232,Theresa Brown,SCMGT387
8877,Joel Powell,SCMGT387
6800,Madison Benton,ENGMP404
4950,Steven Craig,ENGMP404
5151,Madison Benton,ENGMP404
2970,Steven Craig,ENGMP404
3888,Madison Benton,ENGMP404
1487,Steven Craig,ENGMP404
6349,Madison Benton,ENGMP404
6329,Steven Craig,ENGMP404
7061,Madison Benton,ENGMP404
1496,Steven Craig,ENGMP404
2536,Madison Benton,ENGMP404
8628,Steven Craig,ENGMP404
1120,Madison Benton,ENGMP404
3116,Steven Craig,ENGMP404
5847,David Bruce,INMGT773
4355,Stephanie Lucero,INMGT773
7186,Jason Morgan,INMGT773
4742,David Bruce,INMGT773
8300,Stephanie Lucero,INMGT773
2598,Jason Morgan,INMGT773
9051,David Bruce,INMGT773
1404,Stephanie Lucero,INMGT773
7217,Jason Morgan,INMGT773
7890,David Bruce,INMGT773
8027,Stephanie Lucero,INMGT773
7311,Jason Morgan,INMGT773
1605,David Bruce,INMGT773
9291,Stephanie Lucero,INMGT773
8109,Jason Morgan,INMGT773
1840,David Bruce,INMGT773
4654,Stephanie Lucero,INMGT773
8537,Jason Morgan,INMGT773
2590,David Bruce,INMGT773
4357,Stephanie Lucero,INMGT773
9158,Jason Morgan,INMGT773
5367,David Bruce,INMGT773
4979,Stephanie Lucero,INMGT773
6910,Jason Morgan,INMGT773
9335,David Bruce,INMGT773
6621,Stephanie Lucero,INMGT773
5081,Jason Morgan,INMGT773
3635,David Bruce,INMGT773
3610,Stephanie Lucero,INMGT773
1355,Jason Morgan,INMGT773
8310,Kristin Glass,ENGLI858
9118,Ms. Melissa Thomas,ENGLI858
2087,Jacqueline King,ENGLI858
9850,Kristin Glass,ENGLI858
6319,Ms. Melissa Thomas,ENGLI858
3782,Jacqueline King,ENGLI858
4105,Kristin Glass,ENGLI858
7138,Ms. Melissa Thomas,ENGLI858
6332,Jacqueline King,ENGLI858
7134,Kristin Glass,ENGLI858
9844,Ms. Melissa Thomas,ENGLI858
1373,Jacqueline King,ENGLI858
1503,Kristin Glass,ENGLI858
6823,Ms. Melissa Thomas,ENGLI858
3258,Jacqueline King,ENGLI858
1453,Kristin Glass,ENGLI858
7726,Ms. Melissa Thomas,ENGLI858
1249,Jacqueline King,ENGLI858
5519,Kristin Glass,ENGLI858
5600,Ms. Melissa Thomas,ENGLI858
5407,Jacqueline King,ENGLI858
5401,Kristin Glass,ENGLI858
5904,Ms. Melissa Thomas,ENGLI858
8847,Jacqueline King,ENGLI858
4670,Erik Smith,GEOGY234
7715,Alyssa Lam,GEOGY234
1153,Erik Smith,GEOGY234
1705,Alyssa Lam,GEOGY234
2772,Erik Smith,GEOGY234
4459,Alyssa Lam,GEOGY234
3900,Erik Smith,GEOGY234
8951,Alyssa Lam,GEOGY234
7633,Erik Smith,GEOGY234
5193,Alyssa Lam,GEOGY234
5827,Erik Smith,GEOGY234
5684,Alyssa Lam,GEOGY234
2642,Erik Smith,GEOGY234
4186,Alyssa Lam,GEOGY234
6767,Erik Smith,GEOGY234
1146,Alyssa Lam,GEOGY234
8138,Benjamin Brown,DANCE573
5425,Jennifer Maldonado,DANCE573
2799,Benjamin Brown,DANCE573
7533,Jennifer Maldonado,DANCE573
9251,Benjamin Brown,DANCE573
7349,Jennifer Maldonado,DANCE573
6829,Benjamin Brown,DANCE573
5108,Jennifer Maldonado,DANCE573
9553,Benjamin Brown,DANCE573
6242,Jennifer Maldonado,DANCE573
6644,Benjamin Brown,DANCE573
5539,Jennifer Maldonado,DANCE573
7618,Benjamin Brown,DANCE573
3192,Jennifer Maldonado,DANCE573
2880,Benjamin Brown,DANCE573
2282,Jennifer Maldonado,DANCE573
7868,Benjamin Brown,DANCE573
7811,Jennifer Maldonado,DANCE573
5274,Jeffery Mays,SCMGT490
8999,Mrs. Vanessa Bird,SCMGT490
4737,Jennifer Lee,SCMGT490
6466,Jeffery Mays,SCMGT490
1867,Mrs. Vanessa Bird,SCMGT490
5076,Jennifer Lee,SCMGT490
7389,Jeffery Mays,SCMGT490
9178,Mrs. Vanessa Bird,SCMGT490
9527,Jennifer Lee,SCMGT490
5063,Jeffery Mays,SCMGT490
1978,Mrs. Vanessa Bird,SCMGT490
2461,Jennifer Lee,SCMGT490
9726,Jeffery Mays,SCMGT490
8510,Mrs. Vanessa Bird,SCMGT490
5321,Jennifer Lee,SCMGT490
6871,Nicole Roberts,ENGCB915
1233,Jacqueline Barker,ENGCB915
3955,Nicole Roberts,ENGCB915
8487,Jacqueline Barker,ENGCB915
5339,Nicole Roberts,ENGCB915
1922,Jacqueline Barker,ENGCB915
7937,Nicole Roberts,ENGCB915
5389,Jacqueline Barker,ENGCB915
2550,Nicole Roberts,ENGCB915
7446,Jacqueline Barker,ENGCB915
6863,Nicole Roberts,ENGCB915
4580,Jacqueline Barker,ENGCB915
5868,Nicole Roberts,ENGCB915
6132,Jacqueline Barker,ENGCB915
5350,Darrell Nichols,DATAA387
6603,Tammy Walsh,DATAA387
4362,Darrell Nichols,DATAA387
2008,Tammy Walsh,DATAA387
6031,Darrell Nichols,DATAA387
8954,Tammy Walsh,DATAA387
9258,Darrell Nichols,DATAA387
7324,Tammy Walsh,DATAA387
1179,Darrell Nichols,DATAA387
2284,Tammy Walsh,DATAA387
8854,Darrell Nichols,DATAA387
7471,Tammy Walsh,DATAA387
3354,Darrell Nichols,DATAA387
3760,Tammy Walsh,DATAA387
4413,Lawrence Butler,HTHAL294
1842,Suzanne Lee,HTHAL294
2354,Nicole Hernandez,HTHAL294
2520,Lawrence Butler,HTHAL294
8792,Suzanne Lee,HTHAL294
6413,Nicole Hernandez,HTHAL294
5996,Lawrence Butler,HTHAL294
4704,Suzanne Lee,HTHAL294
8813,Nicole Hernandez,HTHAL294
5102,Lawrence Butler,HTHAL294
6465,Suzanne Lee,HTHAL294
2791,Nicole Hernandez,HTHAL294
5983,Lawrence Butler,HTHAL294
6741,Suzanne Lee,HTHAL294
2159,Nicole Hernandez,HTHAL294
4660,David Jimenez,SOCWK234
4810,Sarah Ruiz MD,SOCWK234
5422,Jonathan Washington,SOCWK234
7329,David Jimenez,SOCWK234
6635,Sarah Ruiz MD,SOCWK234
4505,Jonathan Washington,SOCWK234
7717,David Jimenez,SOCWK234
8139,Sarah Ruiz MD,SOCWK234
8657,Jonathan Washington,SOCWK234
5865,David Jimenez,SOCWK234
6671,Sarah Ruiz MD,SOCWK234
1852,Jonathan Washington,SOCWK234
9001,David Jimenez,SOCWK234
8744,Sarah Ruiz MD,SOCWK234
1959,Jonathan Washington,SOCWK234
5955,Nathaniel Quinn,EXMBA621
4392,Nathaniel Quinn,EXMBA621
1999,Nathaniel Quinn,EXMBA621
8238,Nathaniel Quinn,EXMBA621
6987,Nathaniel Quinn,EXMBA621
4069,Nathaniel Quinn,EXMBA621
8020,Nathaniel Quinn,EXMBA621
7712,Nathaniel Quinn,EXMBA621
1047,Nathaniel Quinn,EXMBA621
8614,Nathaniel Quinn,EXMBA621
5795,Debbie Evans,GEOGY915
4338,Melanie Thomas,GEOGY915
1987,Sara Johnson,GEOGY915
5620,Debbie Evans,GEOGY915
2036,Melanie Thomas,GEOGY915
3334,Sara Johnson,GEOGY915
2610,Debbie Evans,GEOGY915
4302,Melanie Thomas,GEOGY915
1700,Sara Johnson,GEOGY915
2436,Debbie Evans,GEOGY915
9116,Melanie Thomas,GEOGY915
5870,Sara Johnson,GEOGY915
3304,Debbie Evans,GEOGY915
6801,Melanie Thomas,GEOGY915
1571,Sara Johnson,GEOGY915
9309,Debbie Evans,GEOGY915
8950,Melanie Thomas,GEOGY915
3670,Sara Johnson,GEOGY915
1187,Debbie Evans,GEOGY915
9555,Melanie Thomas,GEOGY915
7408,Sara Johnson,GEOGY915
3404,Debbie Evans,GEOGY915
5144,Melanie Thomas,GEOGY915
1109,Sara Johnson,GEOGY915
9767,Debbie Evans,GEOGY915
6940,Melanie Thomas,GEOGY915
8638,Sara Johnson,GEOGY915
7527,Danielle Perez,TWEDR560
7871,Danielle Perez,TWEDR560
9187,Danielle Perez,TWEDR560
5018,Danielle Perez,TWEDR560
3837,Danielle Perez,TWEDR560
6354,Danielle Perez,TWEDR560
8451,Danielle Perez,TWEDR560
3153,Jessica Parker,LINGS234
6014,Denise Anderson,LINGS234
6552,Jessica Parker,LINGS234
5390,Denise Anderson,LINGS234
6852,Jessica Parker,LINGS234
3249,Denise Anderson,LINGS234
2262,Jessica Parker,LINGS234
1123,Denise Anderson,LINGS234
2586,Jessica Parker,LINGS234
5587,Denise Anderson,LINGS234
6764,Jessica Parker,LINGS234
2671,Denise Anderson,LINGS234
5878,Jessica Parker,LINGS234
9399,Denise Anderson,LINGS234
7593,Jessica Parker,LINGS234
8610,Denise Anderson,LINGS234
3486,Jessica Parker,LINGS234
3774,Denise Anderson,LINGS234
6753,Jessica Parker,LINGS234
9431,Denise Anderson,LINGS234
5773,Rachael Garza,COUNS234
5935,Annette Newton,COUNS234
9921,Rachael Garza,COUNS234
7955,Annette Newton,COUNS234
2752,Rachael Garza,COUNS234
3890,Annette Newton,COUNS234
8930,Rachael Garza,COUNS234
2076,Annette Newton,COUNS234
3452,Rachael Garza,COUNS234
5356,Annette Newton,COUNS234
7670,Rachael Garza,COUNS234
9306,Annette Newton,COUNS234
9217,Rachael Garza,COUNS234
9066,Annette Newton,COUNS234
7401,Rachael Garza,COUNS234
5491,Annette Newton,COUNS234
7395,Alan Hicks,APPLN168
2632,Chad Beck,APPLN168
1807,Linda Petersen,APPLN168
8953,Alan Hicks,APPLN168
2453,Chad Beck,APPLN168
1777,Linda Petersen,APPLN168
2450,Alan Hicks,APPLN168
1859,Chad Beck,APPLN168
8929,Linda Petersen,APPLN168
3377,Alan Hicks,APPLN168
3350,Chad Beck,APPLN168
9229,Linda Petersen,APPLN168
3901,Alan Hicks,APPLN168
6038,Chad Beck,APPLN168
1215,Linda Petersen,APPLN168
8328,Alan Hicks,APPLN168
5220,Chad Beck,APPLN168
9998,Linda Petersen,APPLN168
6256,Brooke Rogers,ENGCB168
3904,Caitlin Hernandez,ENGCB168
4146,Brooke Rogers,ENGCB168
8454,Caitlin Hernandez,ENGCB168
9718,Brooke Rogers,ENGCB168
8053,Caitlin Hernandez,ENGCB168
2064,Brooke Rogers,ENGCB168
6064,Caitlin Hernandez,ENGCB168
5534,Brooke Rogers,ENGCB168
6966,Caitlin Hernandez,ENGCB168
2986,Brooke Rogers,ENGCB168
9531,Caitlin Hernandez,ENGCB168
6824,Brooke Rogers,ENGCB168
4614,Caitlin Hernandez,ENGCB168
5217,Brooke Rogers,ENGCB168
9547,Caitlin Hernandez,ENGCB168
7235,Eric Mcclain,AQCUL288
9652,Eric Mcclain,AQCUL288
2268,Eric Mcclain,AQCUL288
7454,Eric Mcclain,AQCUL288
2493,Eric Mcclain,AQCUL288
8393,Stacy Vargas,SOCIO660
1451,Stacy Vargas,SOCIO660
3694,Stacy Vargas,SOCIO660
6861,Stacy Vargas,SOCIO660
9465,Stacy Vargas,SOCIO660
4281,Stacy Vargas,SOCIO660
4164,Stacy Vargas,SOCIO660
3127,Stacy Vargas,SOCIO660
8751,Stacy Vargas,SOCIO660
1164,Jasmine Peterson,COMPX660
3863,Isaac Curtis Jr.,COMPX660
8559,Jasmine Peterson,COMPX660
6478,Isaac Curtis Jr.,COMPX660
6560,Jasmine Peterson,COMPX660
3053,Isaac Curtis Jr.,COMPX660
7433,Jasmine Peterson,COMPX660
3294,Isaac Curtis Jr.,COMPX660
4483,Jasmine Peterson,COMPX660
3869,Isaac Curtis Jr.,COMPX660
1494,Jasmine Peterson,COMPX660
2386,Isaac Curtis Jr.,COMPX660
3599,Jasmine Peterson,COMPX660
4554,Isaac Curtis Jr.,COMPX660
6511,Travis Robinson,SCMGT234
7393,Steven Martin,SCMGT234
9391,Travis Robinson,SCMGT234
8536,Steven Martin,SCMGT234
5981,Travis Robinson,SCMGT234
6775,Steven Martin,SCMGT234
6802,Travis Robinson,SCMGT234
1418,Steven Martin,SCMGT234
5436,Travis Robinson,SCMGT234
1084,Steven Martin,SCMGT234
5114,Travis Robinson,SCMGT234
8390,Steven Martin,SCMGT234
3625,Michele Perez,HLTSC408
7302,Joshua Wright,HLTSC408
5227,Perry Estrada,HLTSC408
4932,Michele Perez,HLTSC408
1366,Joshua Wright,HLTSC408
2005,Perry Estrada,HLTSC408
4804,Michele Perez,HLTSC408
1151,Joshua Wright,HLTSC408
6838,Perry Estrada,HLTSC408
6922,Michele Perez,HLTSC408
3892,Joshua Wright,HLTSC408
8984,Perry Estrada,HLTSC408
7790,Michele Perez,HLTSC408
3561,Joshua Wright,HLTSC408
5319,Perry Estrada,HLTSC408
4407,Michele Perez,HLTSC408
3591,Joshua Wright,HLTSC408
3756,Perry Estrada,HLTSC408
9667,Gina Garcia,ECONS474
7556,Robert Bailey,ECONS474
8603,Chad Perez,ECONS474
9354,Gina Garcia,ECONS474
9416,Robert Bailey,ECONS474
1480,Chad Perez,ECONS474
8197,Gina Garcia,ECONS474
1476,Robert Bailey,ECONS474
9752,Chad Perez,ECONS474
8759,Gina Garcia,ECONS474
5701,Robert Bailey,ECONS474
5259,Chad Perez,ECONS474
9274,Gina Garcia,ECONS474
2331,Robert Bailey,ECONS474
1185,Chad Perez,ECONS474
9729,Gina Garcia,ECONS474
2471,Robert Bailey,ECONS474
3671,Chad Perez,ECONS474
2838,Gina Garcia,ECONS474
7659,Robert Bailey,ECONS474
9900,Chad Perez,ECONS474
5203,William Tapia,EARTH231
5794,William Tapia,EARTH231
9691,William Tapia,EARTH231
3789,William Tapia,EARTH231
9419,Justin Brown,BIOMD408
3353,Steven Patel DDS,BIOMD408
1895,Rhonda Ford,BIOMD408
2501,Justin Brown,BIOMD408
4250,Steven Patel DDS,BIOMD408
9578,Rhonda Ford,BIOMD408
3987,Justin Brown,BIOMD408
7554,Steven Patel DDS,BIOMD408
1939,Rhonda Ford,BIOMD408
9280,Justin Brown,BIOMD408
4332,Steven Patel DDS,BIOMD408
9662,Rhonda Ford,BIOMD408
4604,Justin Brown,BIOMD408
6389,Steven Patel DDS,BIOMD408
6397,Rhonda Ford,BIOMD408
8377,Justin Brown,BIOMD408
1087,Steven Patel DDS,BIOMD408
6380,Rhonda Ford,BIOMD408
8621,Justin Brown,BIOMD408
7875,Steven Patel DDS,BIOMD408
7978,Rhonda Ford,BIOMD408
6402,Justin Brown,BIOMD408
6537,Steven Patel DDS,BIOMD408
3508,Rhonda Ford,BIOMD408
8103,Justin Brown,BIOMD408
5075,Steven Patel DDS,BIOMD408
5991,Rhonda Ford,BIOMD408
8256,Justin Brown,BIOMD408
5078,Steven Patel DDS,BIOMD408
6078,Rhonda Ford,BIOMD408
7758,Judy Wood,BIOEB858
2989,David Jones,BIOEB858
9458,Judy Wood,BIOEB858
1556,David Jones,BIOEB858
7090,Judy Wood,BIOEB858
6991,David Jones,BIOEB858
2081,Judy Wood,BIOEB858
2384,David Jones,BIOEB858
3513,Judy Wood,BIOEB858
6302,David Jones,BIOEB858
5435,Judy Wood,BIOEB858
6539,David Jones,BIOEB858
1934,Judy Wood,BIOEB858
1044,David Jones,BIOEB858
9577,Judy Wood,BIOEB858
7987,David Jones,BIOEB858
9220,Judy Wood,BIOEB858
9168,David Jones,BIOEB858
7787,Judy Wood,BIOEB858
1825,David Jones,BIOEB858
7287,Sandra Harris,FOUND530
4130,Valerie Hardy,FOUND530
9482,Sandra Harris,FOUND530
5231,Valerie Hardy,FOUND530
3032,Sandra Harris,FOUND530
1728,Valerie Hardy,FOUND530
9725,Sandra Harris,FOUND530
4685,Valerie Hardy,FOUND530
8453,Sandra Harris,FOUND530
2397,Valerie Hardy,FOUND530
6950,Sandra Harris,FOUND530
7380,Valerie Hardy,FOUND530
9322,Sandra Harris,FOUND530
2675,Valerie Hardy,FOUND530
9411,Sandra Harris,FOUND530
5700,Valerie Hardy,FOUND530
2316,Sandra Harris,FOUND530
7205,Valerie Hardy,FOUND530
5533,Sandra Harris,FOUND530
6227,Valerie Hardy,FOUND530
7984,John Owen,JAPAN915
3575,Brenda Ellis,JAPAN915
2478,Henry Haley,JAPAN915
8556,John Owen,JAPAN915
4052,Brenda Ellis,JAPAN915
3819,Henry Haley,JAPAN915
5891,John Owen,JAPAN915
5858,Brenda Ellis,JAPAN915
7078,Henry Haley,JAPAN915
7982,John Owen,JAPAN915
3148,Brenda Ellis,JAPAN915
1362,Henry Haley,JAPAN915
1970,John Owen,JAPAN915
7852,Brenda Ellis,JAPAN915
5455,Henry Haley,JAPAN915
5615,John Owen,JAPAN915
3299,Brenda Ellis,JAPAN915
4246,Henry Haley,JAPAN915
1130,John Owen,JAPAN915
6063,Brenda Ellis,JAPAN915
1669,Henry Haley,JAPAN915
9044,John Owen,JAPAN915
4640,Brenda Ellis,JAPAN915
5354,Henry Haley,JAPAN915
2521,John Owen,JAPAN915
1278,Brenda Ellis,JAPAN915
5903,Henry Haley,JAPAN915
2563,John Owen,JAPAN915
5242,Brenda Ellis,JAPAN915
4727,Henry Haley,JAPAN915
9459,Michael French,ARTSC773
6613,Harold Carter,ARTSC773
4703,Michael French,ARTSC773
1250,Harold Carter,ARTSC773
1824,Michael French,ARTSC773
4081,Harold Carter,ARTSC773
1677,Michael French,ARTSC773
3798,Harold Carter,ARTSC773
6249,Michael French,ARTSC773
5787,Harold Carter,ARTSC773
7353,Michael French,ARTSC773
3022,Harold Carter,ARTSC773
2592,Michael French,ARTSC773
1983,Harold Carter,ARTSC773
7529,Michael French,ARTSC773
7049,Harold Carter,ARTSC773
1060,Michael French,ARTSC773
7741,Harold Carter,ARTSC773
7104,Michael French,ARTSC773
1615,Harold Carter,ARTSC773
6165,Elizabeth Baker,THMGT916
3020,Elizabeth Baker,THMGT916
8136,Elizabeth Baker,THMGT916
9275,Elizabeth Baker,THMGT916
6608,Elizabeth Baker,THMGT916
1260,Elizabeth Baker,THMGT916
4673,Jacqueline Evans,CLIMT530
4091,Jacqueline Evans,CLIMT530
7387,Jacqueline Evans,CLIMT530
2731,Jacqueline Evans,CLIMT530
4001,Jacqueline Evans,CLIMT530
5561,Jacqueline Evans,CLIMT530
9880,Jacqueline Evans,CLIMT530
3322,Debra Johns,CHINE660
9042,Anne Tapia,CHINE660
5952,Debra Johns,CHINE660
2936,Anne Tapia,CHINE660
2934,Debra Johns,CHINE660
7188,Anne Tapia,CHINE660
5099,Debra Johns,CHINE660
8199,Anne Tapia,CHINE660
7500,Debra Johns,CHINE660
5528,Anne Tapia,CHINE660
8030,Debra Johns,CHINE660
6513,Anne Tapia,CHINE660
4282,Ralph Cole,MARIN288
6250,Ryan Duke,MARIN288
5051,Ralph Cole,MARIN288
1609,Ryan Duke,MARIN288
7278,Ralph Cole,MARIN288
2376,Ryan Duke,MARIN288
3842,Ralph Cole,MARIN288
7076,Ryan Duke,MARIN288
2156,Ralph Cole,MARIN288
7105,Ryan Duke,MARIN288
1163,Ralph Cole,MARIN288
9783,Ryan Duke,MARIN288
3094,Ralph Cole,MARIN288
6908,Ryan Duke,MARIN288
1241,Tyler Spencer,DIGIB834
5065,Richard Young,DIGIB834
6502,Ashley Mack,DIGIB834
2547,Tyler Spencer,DIGIB834
9358,Richard Young,DIGIB834
8323,Ashley Mack,DIGIB834
8054,Tyler Spencer,DIGIB834
9848,Richard Young,DIGIB834
5798,Ashley Mack,DIGIB834
8400,Tyler Spencer,DIGIB834
3257,Richard Young,DIGIB834
3617,Ashley Mack,DIGIB834
7121,Tyler Spencer,DIGIB834
4267,Richard Young,DIGIB834
2306,Ashley Mack,DIGIB834
3488,Tyler Spencer,DIGIB834
5772,Richard Young,DIGIB834
2385,Ashley Mack,DIGIB834
3595,Tyler Spencer,DIGIB834
2950,Richard Young,DIGIB834
9085,Ashley Mack,DIGIB834
4122,Tyler Spencer,DIGIB834
2879,Richard Young,DIGIB834
4335,Ashley Mack,DIGIB834
9224,Tyler Spencer,DIGIB834
3297,Richard Young,DIGIB834
3607,Ashley Mack,DIGIB834
7233,Eric Patrick,TOEDR404
2311,Glen Thomas,TOEDR404
8571,Eric Patrick,TOEDR404
4470,Glen Thomas,TOEDR404
9928,Eric Patrick,TOEDR404
9614,Glen Thomas,TOEDR404
8193,Eric Patrick,TOEDR404
1915,Glen Thomas,TOEDR404
9564,Eric Patrick,TOEDR404
8186,Glen Thomas,TOEDR404
7227,Eric Patrick,TOEDR404
4587,Glen Thomas,TOEDR404
5775,Kimberly Diaz,LEGAL834
9430,John Haley,LEGAL834
8233,Andrea Harris,LEGAL834
1349,Kimberly Diaz,LEGAL834
1757,John Haley,LEGAL834
5368,Andrea Harris,LEGAL834
3692,Kimberly Diaz,LEGAL834
9506,John Haley,LEGAL834
5415,Andrea Harris,LEGAL834
5303,Kimberly Diaz,LEGAL834
6544,John Haley,LEGAL834
5979,Andrea Harris,LEGAL834
6692,Charles Johnson,FOUND341
1715,Tracy Graves,FOUND341
3256,Robert Villarreal,FOUND341
1111,Charles Johnson,FOUND341
4314,Tracy Graves,FOUND341
3252,Robert Villarreal,FOUND341
8306,Charles Johnson,FOUND341
1160,Tracy Graves,FOUND341
5739,Robert Villarreal,FOUND341
4567,Charles Johnson,FOUND341
6835,Tracy Graves,FOUND341
6711,Robert Villarreal,FOUND341
4891,Charles Johnson,FOUND341
2777,Tracy Graves,FOUND341
2945,Robert Villarreal,FOUND341
1897,Christopher Jackson,GLOBE565
6036,Miss Ashley Harrison,GLOBE565
5376,Angela Delgado,GLOBE565
9908,Christopher Jackson,GLOBE565
6654,Miss Ashley Harrison,GLOBE565
4408,Angela Delgado,GLOBE565
7306,Christopher Jackson,GLOBE565
3500,Miss Ashley Harrison,GLOBE565
2819,Angela Delgado,GLOBE565
8588,Christopher Jackson,GLOBE565
